"FIPS","Region","Table","LineCode","FirstYear","LineTitle","AreaName","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012"
"26001","3","CA91","10","1990","Inflows of earnings (thousands of dollars)","Alcona, MI ",27154,29220,30239,28211,30385,33486,35302,37818,40301,42743,46854,43029,42989,43798,45514,47499,48725,47206,47556,44538,46073,48323,48959
"26001","3","CA91","20","1990","Outflows of earnings","Alcona, MI ",4212,4639,4987,5456,6074,6887,7401,7959,8721,9384,10137,9809,10017,10280,11242,11238,11181,11204,11086,10620,10849,11753,12038
"26001","3","CA91","30","1990","Residence adjustment","Alcona, MI ",22942,24581,25252,22755,24311,26599,27901,29859,31580,33359,36717,33220,32972,33518,34272,36261,37544,36002,36470,33918,35224,36570,36921
"26003","3","CA91","10","1990","Inflows of earnings (thousands of dollars)","Alger, MI ",11496,12644,13554,14250,14618,14428,14889,15102,15918,16943,17858,19218,19420,20290,21370,22083,22919,23516,24223,23399,23977,24608,25810
"26003","3","CA91","20","1990","Outflows of earnings","Alger, MI ",7053,8136,9501,10580,11979,13276,14858,16014,16804,17850,19226,22408,22500,22583,23118,23496,23824,23595,22733,21974,22719,22780,23328
"26003","3","CA91","30","1990","Residence adjustment","Alger, MI ",4443,4508,4053,3670,2639,1152,31,-912,-886,-907,-1368,-3190,-3080,-2293,-1748,-1413,-905,-79,1490,1425,1258,1828,2482
"26005","3","CA91","10","1990","Inflows of earnings (thousands of dollars)","Allegan, MI ",503728,516815,569306,613131,681402,754282,817855,883313,952666,1051350,1152741,1187727,1184530,1199235,1246071,1295295,1318170,1327870,1315400,1212777,1226691,1296487,1333955
"26005","3","CA91","20","1990","Outflows of earnings","Allegan, MI ",239322,277116,310524,353775,400729,436584,476562,527291,589736,604522,636393,650418,623627,613737,639711,676903,721247,756261,773145,720467,765917,842269,901610
"26005","3","CA91","30","1990","Residence adjustment","Allegan, MI ",264406,239699,258782,259356,280673,317698,341293,356022,362930,446828,516348,537309,560903,585498,606360,618392,596923,571609,542255,492310,460774,454218,432345
"26007","3","CA91","10","1990","Inflows of earnings (thousands of dollars)","Alpena, MI ",14073,14930,16476,17549,19432,21233,22561,24854,26760,29037,31625,34449,34558,35001,36433,37086,37169,37935,38219,34998,36092,38447,37882
"26007","3","CA91","20","1990","Outflows of earnings","Alpena, MI ",28533,30436,32976,35672,40346,43931,47595,51961,55673,58444,62944,61383,62289,63334,66256,68381,69638,68456,71466,68917,70405,73230,75175
"26007","3","CA91","30","1990","Residence adjustment","Alpena, MI ",-14460,-15506,-16500,-18123,-20914,-22698,-25034,-27107,-28913,-29407,-31319,-26934,-27731,-28333,-29823,-31295,-32469,-30521,-33247,-33919,-34313,-34783,-37293
