"FIPS","Region","Table","LineCode","FirstYear","LineTitle","AreaName","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012"
"42001","2","CA91","10","1990","Inflows of earnings (thousands of dollars)","Adams, PA ",439134,449461,465762,478597,493843,514797,542196,599481,624348,656817,724921,786222,809048,842622,879277,927091,935084,958281,974566,935397,955445,996161,992274
"42001","2","CA91","20","1990","Outflows of earnings","Adams, PA ",143764,151345,165488,174434,188157,198479,204637,202837,224103,242055,253617,264665,279889,295461,325180,351712,380310,404195,404926,392230,395588,413305,432315
"42001","2","CA91","30","1990","Residence adjustment","Adams, PA ",295370,298116,300274,304163,305686,316318,337559,396644,400245,414762,471304,521557,529159,547161,554097,575379,554774,554086,569640,543167,559857,582856,559959
"42003","2","CA91","10","1990","Inflows of earnings (thousands of dollars)","Allegheny, PA ",1080120,1115621,1198664,1242038,1324356,1418121,1511909,1588598,1704379,1828888,1910594,1997660,2050190,2114994,2184365,2272093,2409613,2484703,2634392,2551239,2643935,2882594,2935266
"42003","2","CA91","20","1990","Outflows of earnings","Allegheny, PA ",3617503,3900171,4288966,4578739,4799106,4992843,5246921,5707397,6115735,6614669,7207877,7902644,7889703,7953431,8345788,8539144,9056442,9604887,9656880,9453472,9805850,10471570,11127897
"42003","2","CA91","30","1990","Residence adjustment","Allegheny, PA ",-2537383,-2784550,-3090302,-3336701,-3474750,-3574722,-3735012,-4118799,-4411356,-4785781,-5297283,-5904984,-5839513,-5838437,-6161423,-6267051,-6646829,-7120184,-7022488,-6902233,-7161915,-7588976,-8192631
"42005","2","CA91","10","1990","Inflows of earnings (thousands of dollars)","Armstrong, PA ",300025,306657,331452,343289,352629,373460,400510,426502,430773,452808,477908,532938,533321,544498,586216,595283,613026,641118,650095,590754,594581,642443,675346
"42005","2","CA91","20","1990","Outflows of earnings","Armstrong, PA ",137661,144044,147943,146192,154376,151889,148869,152576,172469,182466,183838,178421,204550,206348,216230,227433,243443,254908,278007,285305,307542,321464,318633
"42005","2","CA91","30","1990","Residence adjustment","Armstrong, PA ",162364,162613,183509,197097,198253,221571,251641,273926,258304,270342,294070,354517,328771,338150,369986,367850,369583,386210,372088,305449,287039,320979,356713
"42007","2","CA91","10","1990","Inflows of earnings (thousands of dollars)","Beaver, PA ",793782,842618,900135,939201,981916,1012259,1049285,1120365,1175736,1247984,1337859,1423902,1428918,1438815,1490842,1520789,1587022,1671313,1715373,1672776,1766196,1945228,2048690
"42007","2","CA91","20","1990","Outflows of earnings","Beaver, PA ",335673,337968,372199,389089,405987,435568,465873,483932,511060,548487,562291,611798,598969,598633,611222,630618,688669,695967,704485,670916,682684,690260,682640
