"FIPS","Region","Table","LineCode","FirstYear","LineTitle","AreaName","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012"
"22001","5","CA91","10","1990","Inflows of earnings (thousands of dollars)","Acadia, LA ",172100,182014,180493,190463,209663,214893,231776,279645,310392,294061,328098,390807,392829,404770,408566,430397,494615,546852,571644,554147,566794,597299,649870
"22001","5","CA91","20","1990","Outflows of earnings","Acadia, LA ",51604,56579,61764,66765,73521,84779,89995,91580,93965,100098,100835,102672,107536,110350,121132,148609,171456,183983,210293,198797,200301,206666,206178
"22001","5","CA91","30","1990","Residence adjustment","Acadia, LA ",120496,125435,118729,123698,136142,130114,141781,188065,216427,193963,227263,288135,285293,294420,287434,281788,323159,362869,361351,355350,366493,390633,443692
"22003","5","CA91","10","1990","Inflows of earnings (thousands of dollars)","Allen, LA ",42862,46946,47853,49693,53280,56242,59552,63488,66522,68098,70707,104334,104656,106519,110161,115470,123057,131122,142735,162416,164374,168516,175985
"22003","5","CA91","20","1990","Outflows of earnings","Allen, LA ",23761,26212,31593,37488,41346,56327,60926,65660,73823,86963,93156,119702,127153,135882,145427,150464,177844,187914,195921,258417,226103,232558,241990
"22003","5","CA91","30","1990","Residence adjustment","Allen, LA ",19101,20734,16260,12205,11934,-85,-1374,-2172,-7301,-18865,-22449,-15368,-22497,-29363,-35266,-34994,-54787,-56792,-53186,-96001,-61729,-64042,-66005
"22005","5","CA91","10","1990","Inflows of earnings (thousands of dollars)","Ascension, LA ",299580,315624,344044,364637,407721,445082,483682,519824,579177,639502,706727,760809,789735,827777,877633,967335,1090687,1199262,1337862,1392575,1455277,1526689,1649111
"22005","5","CA91","20","1990","Outflows of earnings","Ascension, LA ",292378,353342,405357,407673,411998,440804,472562,503752,554092,547950,547164,570533,568341,558177,555027,592147,649484,682336,707850,662329,659108,691891,686074
"22005","5","CA91","30","1990","Residence adjustment","Ascension, LA ",7202,-37718,-61313,-43036,-4277,4278,11120,16072,25085,91552,159563,190276,221394,269600,322606,375188,441203,516926,630012,730246,796169,834798,963037
"22007","5","CA91","10","1990","Inflows of earnings (thousands of dollars)","Assumption, LA ",101344,108502,113635,118509,128266,138033,148925,163969,182262,181811,191254,204373,209185,214390,217499,234663,271774,297503,313941,315250,317779,327177,346743
"22007","5","CA91","20","1990","Outflows of earnings","Assumption, LA ",39774,51845,46460,47032,47263,53635,59998,74754,72020,66956,68996,54618,59427,61102,59985,47833,54475,63921,61707,56137,57893,58174,63155
"22007","5","CA91","30","1990","Residence adjustment","Assumption, LA ",61570,56657,67175,71477,81003,84398,88927,89215,110242,114855,122258,149755,149758,153288,157514,186830,217299,233582,252234,259113,259886,269003,283588
"22009","5","CA91","10","1990","Inflows of earnings (thousands of dollars)","Avoyelles, LA ",83105,88273,91654,94797,99363,103748,107587,111503,119942,124882,130527,142180,147350,151318,161566,172760,194506,208098,218307,220006,214827,219330,226579
"22009","5","CA91","20","1990","Outflows of earnings","Avoyelles, LA ",13856,14898,16279,17904,22083,24663,25573,27248,29801,32750,34152,32246,34076,34749,35254,37149,40331,42671,44359,45665,46514,47281,50098
"22009","5","CA91","30","1990","Residence adjustment","Avoyelles, LA ",69249,73375,75375,76893,77280,79085,82014,84255,90141,92132,96375,109934,113274,116569,126312,135611,154175,165427,173948,174341,168313,172049,176481
"22011","5","CA91","10","1990","Inflows of earnings (thousands of dollars)","Beauregard, LA ",114025,127581,134739,131472,138811,146951,155408,164414,173247,181553,192563,193790,200099,206797,218406,234647,254036,270571,294897,290137,293440,307599,319350
"22011","5","CA91","20","1990","Outflows of earnings","Beauregard, LA ",38151,40247,43238,49147,52655,55962,58778,60520,63813,67423,72336,76766,77189,81869,84264,82053,88756,93679,104579,99770,104235,98245,98329
"22011","5","CA91","30","1990","Residence adjustment","Beauregard, LA ",75874,87334,91501,82325,86156,90989,96630,103894,109434,114130,120227,117024,122910,124928,134142,152594,165280,176892,190318,190367,189205,209354,221021
"22013","5","CA91","10","1990","Inflows of earnings (thousands of dollars)","Bienville, LA ",62359,63765,66709,69185,72678,77358,75441,76047,78246,79207,80797,83797,85989,87267,90227,94412,99580,107118,112716,104843,109050,111434,107459
"22013","5","CA91","20","1990","Outflows of earnings","Bienville, LA ",36871,40053,45488,45766,48480,46056,48509,44197,46390,48985,50905,49696,54931,58724,62627,66435,69600,74156,76766,78725,92089,91796,107082
"22013","5","CA91","30","1990","Residence adjustment","Bienville, LA ",25488,23712,21221,23419,24198,31302,26932,31850,31856,30222,29892,34101,31058,28543,27600,27977,29980,32962,35950,26118,16961,19638,377
"22015","5","CA91","10","1990","Inflows of earnings (thousands of dollars)","Bossier, LA ",425530,450639,504727,538267,593941,602953,591340,616931,641720,698767,741735,774118,793798,833483,888164,930202,996084,1048554,1104923,1100657,1157642,1201772,1213691
"22015","5","CA91","20","1990","Outflows of earnings","Bossier, LA ",261525,285674,303220,320083,349372,403832,464920,499921,561034,572587,611721,610904,630509,667784,726525,781989,835238,876525,924498,921310,995592,1052063,1045459
"22015","5","CA91","30","1990","Residence adjustment","Bossier, LA ",164005,164965,201507,218184,244569,199121,126420,117010,80686,126180,130014,163214,163289,165699,161639,148213,160846,172029,180425,179347,162050,149709,168232
"22017","5","CA91","10","1990","Inflows of earnings (thousands of dollars)","Caddo, LA ",286704,309669,322087,331213,349423,403642,438968,463387,515124,533354,565955,559125,582285,614815,664979,712036,750825,788429,828552,822475,894842,955025,967856
"22017","5","CA91","20","1990","Outflows of earnings","Caddo, LA ",593902,625092,704057,760573,855764,843860,852081,895503,934536,997389,1057802,1117917,1131943,1192469,1276385,1334227,1438680,1497793,1567279,1541702,1600882,1638991,1639973
"22017","5","CA91","30","1990","Residence adjustment","Caddo, LA ",-307198,-315423,-381970,-429360,-506341,-440218,-413113,-432116,-419412,-464035,-491847,-558792,-549658,-577654,-611406,-622191,-687855,-709364,-738727,-719227,-706040,-683966,-672117
"22019","5","CA91","10","1990","Inflows of earnings (thousands of dollars)","Calcasieu, LA ",107426,115696,119363,121351,129180,138430,141892,153708,173176,174061,181196,195939,192016,195721,192354,211720,236412,255985,289626,272647,273190,286141,303006
"22019","5","CA91","20","1990","Outflows of earnings","Calcasieu, LA ",199047,224158,229803,241255,261432,278179,304479,331237,341412,351552,363066,406513,416387,413584,432972,457871,496005,528657,576779,540579,532077,556854,592906
"22019","5","CA91","30","1990","Residence adjustment","Calcasieu, LA ",-91621,-108462,-110440,-119904,-132252,-139749,-162587,-177529,-168236,-177491,-181870,-210574,-224371,-217863,-240618,-246151,-259593,-272672,-287153,-267932,-258887,-270713,-289900
"22021","5","CA91","10","1990","Inflows of earnings (thousands of dollars)","Caldwell, LA ",21695,22964,25237,26315,28044,30304,31969,33666,35662,38144,40951,45962,47288,46885,48419,50792,55670,59114,61882,61131,63390,66562,69355
"22021","5","CA91","20","1990","Outflows of earnings","Caldwell, LA ",8727,8472,9235,10738,11061,11077,11405,11842,12415,13006,12976,12940,13786,14096,14672,15271,16411,17907,19421,20042,20522,20029,19777
"22021","5","CA91","30","1990","Residence adjustment","Caldwell, LA ",12968,14492,16002,15577,16983,19227,20564,21824,23247,25138,27975,33022,33502,32789,33747,35521,39259,41207,42461,41089,42868,46533,49578
"22023","5","CA91","10","1990","Inflows of earnings (thousands of dollars)","Cameron, LA ",31937,34381,34293,34824,36664,37578,41538,45777,44263,44515,46134,46138,47831,49550,52390,53130,57028,58594,59607,57994,61326,63797,69174
"22023","5","CA91","20","1990","Outflows of earnings","Cameron, LA ",64943,56941,56076,56862,59904,65791,64258,64943,88173,81833,79266,75335,62831,61338,55165,62708,69599,80233,100447,86735,75721,80037,89201
"22023","5","CA91","30","1990","Residence adjustment","Cameron, LA ",-33006,-22560,-21783,-22038,-23240,-28213,-22720,-19166,-43910,-37318,-33132,-29197,-15000,-11788,-2775,-9578,-12571,-21639,-40840,-28741,-14395,-16240,-20027
"22025","5","CA91","10","1990","Inflows of earnings (thousands of dollars)","Catahoula, LA ",20857,22093,24119,24869,27022,28611,30824,33071,34907,36777,38463,39984,40562,41115,41768,44064,48908,53477,57198,56891,63020,68389,69977
"22025","5","CA91","20","1990","Outflows of earnings","Catahoula, LA ",3636,4311,5311,6602,8003,8032,8257,9035,9954,10536,11061,11150,11585,12147,13570,14344,14943,15521,16224,16955,18105,18552,18280
"22025","5","CA91","30","1990","Residence adjustment","Catahoula, LA ",17221,17782,18808,18267,19019,20579,22567,24036,24953,26241,27402,28834,28977,28968,28198,29720,33965,37956,40974,39936,44915,49837,51697
"22027","5","CA91","10","1990","Inflows of earnings (thousands of dollars)","Claiborne, LA ",27158,29652,32579,35052,37850,39808,42082,43989,47423,50537,53581,58860,60294,61467,65244,69517,74142,77872,82707,79962,86487,88961,88761
"22027","5","CA91","20","1990","Outflows of earnings","Claiborne, LA ",15728,16798,17515,18053,19523,20296,20361,22602,23805,24687,25899,29928,32748,33094,36062,38342,40084,41241,44663,42177,43340,46468,53056
"22027","5","CA91","30","1990","Residence adjustment","Claiborne, LA ",11430,12854,15064,16999,18327,19512,21721,21387,23618,25850,27682,28932,27546,28373,29182,31175,34058,36631,38044,37785,43147,42493,35705
