"FIPS","Region","Table","LineCode","FirstYear","LineTitle","AreaName","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012"
"23001","1","CA91","10","1990","Inflows of earnings (thousands of dollars)","Androscoggin, ME ",361037,343889,365645,373269,387197,398897,407632,440778,462005,487405,510249,560757,575396,607517,645948,648474,675949,703759,717640,691377,675759,680043,677865
"23001","1","CA91","20","1990","Outflows of earnings","Androscoggin, ME ",164009,173560,180271,195034,211209,230300,245827,257128,289782,329234,362886,377372,406502,421278,433691,440921,469700,494627,510969,495165,521860,549662,576941
"23001","1","CA91","30","1990","Residence adjustment","Androscoggin, ME ",197028,170329,185374,178235,175988,168597,161805,183650,172223,158171,147363,183385,168894,186239,212257,207553,206249,209132,206671,196212,153899,130381,100924
"23003","1","CA91","10","1990","Inflows of earnings (thousands of dollars)","Aroostook, ME ",24954,24175,24819,25089,25354,25932,26538,27848,28917,30516,32153,33749,34621,35495,37263,38716,43006,46207,48262,49008,50750,52510,53893
"23003","1","CA91","20","1990","Outflows of earnings","Aroostook, ME ",27080,27735,27680,27279,26478,26802,27500,28269,28696,29346,30758,31830,33262,36645,40392,43560,47673,51713,53768,52645,57583,53170,53618
"23003","1","CA91","30","1990","Residence adjustment","Aroostook, ME ",-2126,-3560,-2861,-2190,-1124,-870,-962,-421,221,1170,1395,1919,1359,-1150,-3129,-4844,-4667,-5506,-5506,-3637,-6833,-660,275
"23005","1","CA91","10","1990","Inflows of earnings (thousands of dollars)","Cumberland, ME ",343430,366814,390996,409700,432895,467041,486050,511348,571702,640042,700200,721356,751528,787064,832715,844709,893369,940119,971672,943414,993031,1029150,1070205
"23005","1","CA91","20","1990","Outflows of earnings","Cumberland, ME ",852719,823176,880893,923887,995182,1053727,1136437,1257528,1338250,1438019,1533908,1736028,1791956,1887102,2016090,2034459,2158579,2237145,2277843,2213776,2166380,2233145,2244844
"23005","1","CA91","30","1990","Residence adjustment","Cumberland, ME ",-509289,-456362,-489897,-514187,-562287,-586686,-650387,-746180,-766548,-797977,-833708,-1014672,-1040428,-1100038,-1183375,-1189750,-1265210,-1297026,-1306171,-1270362,-1173349,-1203995,-1174639
"23007","1","CA91","10","1990","Inflows of earnings (thousands of dollars)","Franklin, ME ",56958,55918,58244,59781,61543,63814,66094,69231,72672,77001,82112,86767,89414,92861,96861,99704,107890,115442,121799,120830,126995,130350,133648
"23007","1","CA91","20","1990","Outflows of earnings","Franklin, ME ",72494,72759,76563,79799,80005,81435,82774,85877,86946,93906,99326,103466,108411,112419,115872,115665,116835,119450,123431,114433,111515,121472,122142
"23007","1","CA91","30","1990","Residence adjustment","Franklin, ME ",-15536,-16841,-18319,-20018,-18462,-17621,-16680,-16646,-14274,-16905,-17214,-16699,-18997,-19558,-19011,-15961,-8945,-4008,-1632,6397,15480,8878,11506
"23009","1","CA91","10","1990","Inflows of earnings (thousands of dollars)","Hancock, ME ",54096,55487,59561,63225,67066,71345,74861,80512,87902,95781,104399,116951,121358,124223,130561,135142,142269,147931,151476,150185,149761,153927,157752
"23009","1","CA91","20","1990","Outflows of earnings","Hancock, ME ",62698,63277,65922,68601,72667,76107,79393,86283,92183,97594,106224,111295,114386,118791,123471,123838,127839,129840,135155,123040,126232,128145,127035
"23009","1","CA91","30","1990","Residence adjustment","Hancock, ME ",-8602,-7790,-6361,-5376,-5601,-4762,-4532,-5771,-4281,-1813,-1825,5656,6972,5432,7090,11304,14430,18091,16321,27145,23529,25782,30717
"23011","1","CA91","10","1990","Inflows of earnings (thousands of dollars)","Kennebec, ME ",236634,232608,245624,257881,268617,283864,298615,312567,340633,370549,399941,420610,435490,458721,475153,477044,499869,522395,534803,513139,518725,533963,547954
"23011","1","CA91","20","1990","Outflows of earnings","Kennebec, ME ",297377,307249,323954,330425,343874,357156,370724,388745,406877,434056,468329,509659,531795,544809,567956,579078,617182,644376,672305,658039,663479,677842,687165
"23011","1","CA91","30","1990","Residence adjustment","Kennebec, ME ",-60743,-74641,-78330,-72544,-75257,-73292,-72109,-76178,-66244,-63507,-68388,-89049,-96305,-86088,-92803,-102034,-117313,-121981,-137502,-144900,-144754,-143879,-139211
"23013","1","CA91","10","1990","Inflows of earnings (thousands of dollars)","Knox, ME ",45207,45020,47164,49580,52054,55929,58505,62153,66254,72663,79965,91768,94015,97409,101832,102848,105808,111086,114223,111624,113013,115455,118692
"23013","1","CA91","20","1990","Outflows of earnings","Knox, ME ",44436,45485,49355,53519,59527,65808,71090,73977,83425,91421,98965,110914,118839,125205,132635,131889,136326,139862,143332,136043,137088,140659,143637
"23013","1","CA91","30","1990","Residence adjustment","Knox, ME ",771,-465,-2191,-3939,-7473,-9879,-12585,-11824,-17171,-18758,-19000,-19146,-24824,-27796,-30803,-29041,-30518,-28776,-29109,-24419,-24075,-25204,-24945
