"FIPS","Region","Table","LineCode","FirstYear","LineTitle","AreaName","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012"
"05001","5","CA91","10","1990","Inflows of earnings (thousands of dollars)","Arkansas, AR ",10726,11329,12123,12895,13704,14580,15114,15994,17114,18141,19203,19494,20222,20978,22773,23199,23992,24848,26509,26336,25966,26147,26879
"05001","5","CA91","20","1990","Outflows of earnings","Arkansas, AR ",27208,27378,29431,31080,33025,35681,36165,38183,41614,43802,43661,50225,51121,55651,60240,63045,65557,68755,70703,67566,70673,73737,77881
"05001","5","CA91","30","1990","Residence adjustment","Arkansas, AR ",-16482,-16049,-17308,-18185,-19321,-21101,-21051,-22189,-24500,-25661,-24458,-30731,-30899,-34673,-37467,-39846,-41565,-43907,-44194,-41230,-44707,-47590,-51002
"05003","5","CA91","10","1990","Inflows of earnings (thousands of dollars)","Ashley, AR ",11699,12530,14365,15640,16995,18585,19802,21192,23184,24899,26672,29545,31043,29393,29279,29819,30606,31797,33078,32859,32063,33083,34872
"05003","5","CA91","20","1990","Outflows of earnings","Ashley, AR ",32033,34485,37406,39507,45124,45937,48172,51099,53573,55401,57312,56594,53775,52318,52981,55322,55128,53994,53898,53676,56902,59045,58303
"05003","5","CA91","30","1990","Residence adjustment","Ashley, AR ",-20334,-21955,-23041,-23867,-28129,-27352,-28370,-29907,-30389,-30502,-30640,-27049,-22732,-22925,-23702,-25503,-24522,-22197,-20820,-20817,-24839,-25962,-23431
"05005","5","CA91","10","1990","Inflows of earnings (thousands of dollars)","Baxter, AR ",13721,14457,15572,17107,19511,21178,21818,23097,24954,27581,29227,29182,29896,31102,33532,34983,37007,38702,38802,35653,36611,39346,41499
"05005","5","CA91","20","1990","Outflows of earnings","Baxter, AR ",37547,41219,46241,48955,51921,56673,56611,57297,61244,64712,68475,71706,71935,74169,78088,82771,88315,93608,94366,90306,90165,92568,97105
"05005","5","CA91","30","1990","Residence adjustment","Baxter, AR ",-23826,-26762,-30669,-31848,-32410,-35495,-34793,-34200,-36290,-37131,-39248,-42524,-42039,-43067,-44556,-47788,-51308,-54906,-55564,-54653,-53554,-53222,-55606
"05007","5","CA91","10","1990","Inflows of earnings (thousands of dollars)","Benton, AR ",143191,150011,170773,194185,222602,249326,283172,306853,350827,390727,429428,470587,504120,535852,567789,625279,673454,709158,726761,709090,784279,822888,875804
"05007","5","CA91","20","1990","Outflows of earnings","Benton, AR ",223504,246613,281706,298956,326845,352857,352289,387343,417797,465519,517510,676980,760504,806929,893886,945200,980958,1005423,1019400,976862,951313,993126,1038665
"05007","5","CA91","30","1990","Residence adjustment","Benton, AR ",-80313,-96602,-110933,-104771,-104243,-103531,-69117,-80490,-66970,-74792,-88082,-206393,-256384,-271077,-326097,-319921,-307504,-296265,-292639,-267772,-167034,-170238,-162861
"05009","5","CA91","10","1990","Inflows of earnings (thousands of dollars)","Boone, AR ",17816,19348,21981,25370,27340,28391,28710,30586,32801,34219,35813,37873,38375,40128,42640,44663,48044,51454,51707,46803,46792,49702,50754
"05009","5","CA91","20","1990","Outflows of earnings","Boone, AR ",44160,45764,51445,55655,60652,63338,62526,63422,69327,74225,80631,80252,82511,85221,89639,94053,100652,103581,103723,100214,104314,107034,110741
"05009","5","CA91","30","1990","Residence adjustment","Boone, AR ",-26344,-26416,-29464,-30285,-33312,-34947,-33816,-32836,-36526,-40006,-44818,-42379,-44136,-45093,-46999,-49390,-52608,-52127,-52016,-53411,-57522,-57332,-59987
"05011","5","CA91","10","1990","Inflows of earnings (thousands of dollars)","Bradley, AR ",21397,21590,23213,23826,24461,25138,25749,26975,28386,29582,30926,32466,34276,32442,34107,35043,35479,36868,37130,38338,37357,38957,40071
"05011","5","CA91","20","1990","Outflows of earnings","Bradley, AR ",13643,14224,15437,16359,17178,18162,19192,20934,22161,21352,23485,27163,27572,28951,31508,31016,31607,32660,29347,26068,27840,28805,29531
"05011","5","CA91","30","1990","Residence adjustment","Bradley, AR ",7754,7366,7776,7467,7283,6976,6557,6041,6225,8230,7441,5303,6704,3491,2599,4027,3872,4208,7783,12270,9517,10152,10540
"05013","5","CA91","10","1990","Inflows of earnings (thousands of dollars)","Calhoun, AR ",21358,20973,22105,22781,23340,24277,24030,24867,26189,27158,27913,32723,36949,32958,34495,36382,37096,37925,38905,41821,37302,38402,41156
"05013","5","CA91","20","1990","Outflows of earnings","Calhoun, AR ",67275,70286,71029,68564,62955,53346,58268,65266,67403,65064,69845,77068,81902,86990,92945,96379,89571,91300,94840,101043,102769,100369,91121
"05013","5","CA91","30","1990","Residence adjustment","Calhoun, AR ",-45917,-49313,-48924,-45783,-39615,-29069,-34238,-40399,-41214,-37906,-41932,-44345,-44953,-54032,-58450,-59997,-52475,-53375,-55935,-59222,-65467,-61967,-49965
"05015","5","CA91","10","1990","Inflows of earnings (thousands of dollars)","Carroll, AR ",11303,12454,14463,16169,18319,20155,21401,23068,25573,28118,31393,32499,34266,35840,37835,39823,42301,44252,44925,43760,45432,47103,49251
"05015","5","CA91","20","1990","Outflows of earnings","Carroll, AR ",19598,22107,24637,26675,28755,29763,28280,29234,31847,33498,34220,39126,39494,40385,42644,42949,44682,46860,49477,47284,48949,52985,53813
"05015","5","CA91","30","1990","Residence adjustment","Carroll, AR ",-8295,-9653,-10174,-10506,-10436,-9608,-6879,-6166,-6274,-5380,-2827,-6627,-5228,-4545,-4809,-3126,-2381,-2608,-4552,-3524,-3517,-5882,-4562
"05017","5","CA91","10","1990","Inflows of earnings (thousands of dollars)","Chicot, AR ",17498,18846,20358,22101,24743,26299,27821,29961,31852,33089,34145,33292,32835,33328,34958,35002,35356,36047,37877,36672,37585,38587,39519
"05017","5","CA91","20","1990","Outflows of earnings","Chicot, AR ",9578,10513,12388,13887,15806,17369,19270,21124,23491,25171,27000,29359,28307,28329,29565,30188,29327,29343,30410,29560,30961,32021,33471
"05017","5","CA91","30","1990","Residence adjustment","Chicot, AR ",7920,8333,7970,8214,8937,8930,8551,8837,8361,7918,7145,3933,4528,4999,5393,4814,6029,6704,7467,7112,6624,6566,6048
"05019","5","CA91","10","1990","Inflows of earnings (thousands of dollars)","Clark, AR ",26441,26471,28169,29805,31480,32869,33965,35818,37428,39485,41106,44241,45166,47678,50740,53088,55773,57305,58682,57122,58450,60642,63615
"05019","5","CA91","20","1990","Outflows of earnings","Clark, AR ",26247,29613,33857,39352,44623,47801,50858,53175,56320,60920,65695,72056,71866,75340,76538,76813,79639,84676,85482,84048,86291,85647,89704
"05019","5","CA91","30","1990","Residence adjustment","Clark, AR ",194,-3142,-5688,-9547,-13143,-14932,-16893,-17357,-18892,-21435,-24589,-27815,-26700,-27662,-25798,-23725,-23866,-27371,-26800,-26926,-27841,-25005,-26089
"05021","5","CA91","10","1990","Inflows of earnings (thousands of dollars)","Clay, AR ",21540,23932,26560,29276,33087,36134,38903,42029,46122,49708,53970,54755,54915,57780,61749,64921,66674,67946,67012,63435,66586,70287,74404
"05021","5","CA91","20","1990","Outflows of earnings","Clay, AR ",16270,18563,20653,20812,23959,23206,24297,27416,29849,30587,32453,33102,32402,31215,31056,28134,27094,24502,24811,26021,26959,24423,23808
