"FIPS","Region","Table","LineCode","FirstYear","LineTitle","AreaName","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012"
"25001","1","CA91","10","1990","Inflows of earnings (thousands of dollars)","Barnstable, MA ",553307,561323,594351,648830,708377,777514,823041,921464,1024464,1131348,1288274,1327535,1306152,1311000,1382042,1401528,1447471,1535672,1514883,1428151,1512687,1659618,1672559
"25001","1","CA91","20","1990","Outflows of earnings","Barnstable, MA ",161033,160572,169882,170892,175672,183161,198532,205469,222824,257291,269223,284252,297950,319545,340689,353219,371718,386249,406097,397024,396621,402765,427861
"25001","1","CA91","30","1990","Residence adjustment","Barnstable, MA ",392274,400751,424469,477938,532705,594353,624509,715995,801640,874057,1019051,1043283,1008202,991455,1041353,1048309,1075753,1149423,1108786,1031127,1116066,1256853,1244698
"25003","1","CA91","10","1990","Inflows of earnings (thousands of dollars)","Berkshire, MA ",95969,100940,112547,121837,132381,143840,157481,173397,192510,211249,238507,253993,253580,258799,272538,282333,297033,313598,323254,309669,318574,334677,345804
"25003","1","CA91","20","1990","Outflows of earnings","Berkshire, MA ",147114,145840,152370,158471,164213,174126,184682,199464,213961,227842,245118,254098,266503,266001,281633,293611,303971,315728,323135,310529,312688,328150,331949
"25003","1","CA91","30","1990","Residence adjustment","Berkshire, MA ",-51145,-44900,-39823,-36634,-31832,-30286,-27201,-26067,-21451,-16593,-6611,-105,-12923,-7202,-9095,-11278,-6938,-2130,119,-860,5886,6527,13855
"25005","1","CA91","10","1990","Inflows of earnings (thousands of dollars)","Bristol, MA ",2504543,2489566,2636485,2751955,2936379,3111317,3276042,3602691,3943750,4296246,4875341,5226291,5225003,5375286,5663545,5842986,6163341,6476435,6611266,6298856,6484815,6840785,7061182
"25005","1","CA91","20","1990","Outflows of earnings","Bristol, MA ",1290830,1306249,1395118,1507500,1598980,1712869,1847112,1938779,2087008,2264347,2433698,2474130,2537031,2623905,2758195,2808163,2930971,3039358,3109964,2965643,3077293,3269499,3356175
"25005","1","CA91","30","1990","Residence adjustment","Bristol, MA ",1213713,1183317,1241367,1244455,1337399,1398448,1428930,1663912,1856742,2031899,2441643,2752161,2687972,2751381,2905350,3034823,3232370,3437077,3501302,3333213,3407522,3571286,3705007
"25007","1","CA91","10","1990","Inflows of earnings (thousands of dollars)","Dukes, MA ",3191,3478,3996,4543,5119,5841,6613,7555,8706,10115,11910,11183,11114,11387,12269,12931,13767,14865,15558,15239,15847,16917,17493
"25007","1","CA91","20","1990","Outflows of earnings","Dukes, MA ",2785,3048,3568,4191,4972,6033,7091,8202,9773,11192,12697,11991,13426,13981,14984,15657,16869,18336,19422,19093,19049,19731,20809
"25007","1","CA91","30","1990","Residence adjustment","Dukes, MA ",406,430,428,352,147,-192,-478,-647,-1067,-1077,-787,-808,-2312,-2594,-2715,-2726,-3102,-3471,-3864,-3854,-3202,-2814,-3316
"25009","1","CA91","10","1990","Inflows of earnings (thousands of dollars)","Essex, MA ",4216895,4223788,4449489,4722888,5024192,5339762,5750311,6374041,7030794,7624249,8911136,9190315,8841328,8846816,9497106,9778094,10344412,11252724,11529230,10923320,11405780,12061385,12445470
"25009","1","CA91","20","1990","Outflows of earnings","Essex, MA ",2245341,2271624,2425792,2485152,2574678,2831862,2966126,3105688,3320913,3763566,4203283,4206267,4137773,4246963,4340448,4508796,4722278,4913659,5013926,4874297,5097464,5498578,5654384
"25009","1","CA91","30","1990","Residence adjustment","Essex, MA ",1971554,1952164,2023697,2237736,2449514,2507900,2784185,3268353,3709881,3860683,4707853,4984048,4703555,4599853,5156658,5269298,5622134,6339065,6515304,6049023,6308316,6562807,6791086
