"FIPS","Region","Table","LineCode","FirstYear","LineTitle","AreaName","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012"
"31001","4","CA91","10","1990","Inflows of earnings (thousands of dollars)","Adams, NE ",27859,30093,32513,34549,37089,38434,41586,43735,46833,48607,52620,53479,55588,58811,61175,63152,66028,69697,72547,72241,74004,77864,81396
"31001","4","CA91","20","1990","Outflows of earnings","Adams, NE ",36439,38965,42607,45683,51143,56616,58963,61773,66614,72878,76012,84077,86434,87306,91153,94332,97959,108610,106328,107655,106477,110930,119392
"31001","4","CA91","30","1990","Residence adjustment","Adams, NE ",-8580,-8872,-10094,-11134,-14054,-18182,-17377,-18038,-19781,-24271,-23392,-30598,-30846,-28495,-29978,-31180,-31931,-38913,-33781,-35414,-32473,-33066,-37996
"31003","4","CA91","10","1990","Inflows of earnings (thousands of dollars)","Antelope, NE ",6211,7028,7994,9281,10707,11913,13185,14915,16181,17187,18798,21653,22657,23818,25173,25781,26657,28088,29569,29829,30419,32318,33817
"31003","4","CA91","20","1990","Outflows of earnings","Antelope, NE ",2994,3466,3819,4173,4685,4960,5210,5739,6421,6941,7598,8336,8552,9047,9424,9528,9614,10072,10562,10920,10924,11672,12092
"31003","4","CA91","30","1990","Residence adjustment","Antelope, NE ",3217,3562,4175,5108,6022,6953,7975,9176,9760,10246,11200,13317,14105,14771,15749,16253,17043,18016,19007,18909,19495,20646,21725
"31005","4","CA91","10","1990","Inflows of earnings (thousands of dollars)","Arthur, NE ",640,641,676,716,808,844,907,990,1107,1206,1306,1526,1591,1699,1733,1723,1863,1989,2055,2079,2064,2174,2187
"31005","4","CA91","20","1990","Outflows of earnings","Arthur, NE ",139,137,112,109,100,102,81,54,45,35,19,0,0,0,0,0,0,0,0,0,0,0,0
"31005","4","CA91","30","1990","Residence adjustment","Arthur, NE ",501,504,564,607,708,742,826,936,1062,1171,1287,1526,1591,1699,1733,1723,1863,1989,2055,2079,2064,2174,2187
"31007","4","CA91","10","1990","Inflows of earnings (thousands of dollars)","Banner, NE ",1383,1586,1815,2000,2212,2375,2565,2811,3116,3447,3826,4503,4517,4723,4962,5187,5546,5862,6026,6065,6202,6733,7171
"31007","4","CA91","20","1990","Outflows of earnings","Banner, NE ",261,333,412,503,629,713,805,925,1061,1145,1316,982,1031,1111,1207,1190,1330,1399,1279,1427,1517,1909,2045
"31007","4","CA91","30","1990","Residence adjustment","Banner, NE ",1122,1253,1403,1497,1583,1662,1760,1886,2055,2302,2510,3521,3486,3612,3755,3997,4216,4463,4747,4638,4685,4824,5126
"31009","4","CA91","10","1990","Inflows of earnings (thousands of dollars)","Blaine, NE ",585,627,686,735,798,680,760,852,959,1076,1181,1227,1311,1386,1414,1481,1503,1553,1606,1647,1709,1785,1924
"31009","4","CA91","20","1990","Outflows of earnings","Blaine, NE ",474,540,606,648,698,951,1002,1102,1289,1436,1682,1170,1170,1246,1269,1237,1340,1149,1198,1280,1310,1542,1531
"31009","4","CA91","30","1990","Residence adjustment","Blaine, NE ",111,87,80,87,100,-271,-242,-250,-330,-360,-501,57,141,140,145,244,163,404,408,367,399,243,393
"31011","4","CA91","10","1990","Inflows of earnings (thousands of dollars)","Boone, NE ",6324,6793,7507,8351,9406,10056,10785,11719,12430,13039,14159,15722,16274,16969,17989,18322,19312,21637,22525,22139,22093,23534,25231
"31011","4","CA91","20","1990","Outflows of earnings","Boone, NE ",2803,3148,3510,3847,4064,4382,5015,5466,6201,6727,7101,7801,8095,8524,8679,8823,9280,10756,12070,12231,12940,13909,14117
"31011","4","CA91","30","1990","Residence adjustment","Boone, NE ",3521,3645,3997,4504,5342,5674,5770,6253,6229,6312,7058,7921,8179,8445,9310,9499,10032,10881,10455,9908,9153,9625,11114
"31013","4","CA91","10","1990","Inflows of earnings (thousands of dollars)","Box Butte, NE ",1827,1731,1768,1801,1838,1899,1852,1800,1826,1793,1758,2144,2100,2264,2394,2520,2809,3071,3217,3198,3158,3491,3584
"31013","4","CA91","20","1990","Outflows of earnings","Box Butte, NE ",13391,13695,14164,15082,16055,17045,17765,18522,20832,21633,21934,20368,19447,19404,21523,23300,25436,26834,27584,24831,24782,27670,29147
"31013","4","CA91","30","1990","Residence adjustment","Box Butte, NE ",-11564,-11964,-12396,-13281,-14217,-15146,-15913,-16722,-19006,-19840,-20176,-18224,-17347,-17140,-19129,-20780,-22627,-23763,-24367,-21633,-21624,-24179,-25563
"31015","4","CA91","10","1990","Inflows of earnings (thousands of dollars)","Boyd, NE ",780,935,1160,1430,1731,2007,2298,2622,3027,3361,3785,3924,4107,4212,4458,4591,4772,5247,5823,5625,5759,6134,6525
"31015","4","CA91","20","1990","Outflows of earnings","Boyd, NE ",1733,1824,1915,1904,1981,2072,2118,2090,2022,2051,2019,1721,1863,1936,1876,1704,1789,1930,2148,2205,2219,2460,2541
"31015","4","CA91","30","1990","Residence adjustment","Boyd, NE ",-953,-889,-755,-474,-250,-65,180,532,1005,1310,1766,2203,2244,2276,2582,2887,2983,3317,3675,3420,3540,3674,3984
