"FIPS","Region","Table","LineCode","FirstYear","LineTitle","AreaName","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012"
"06001","8","CA91","10","1990","Inflows of earnings (thousands of dollars)","Alameda, CA ",7196480,7317515,7619317,7871411,8165916,8627594,9525208,10840274,11975029,14008064,17719280,16955211,15467768,15332024,16068747,16882186,18068200,19462066,19568348,18503852,19267181,21308782,24042966
"06001","8","CA91","20","1990","Outflows of earnings","Alameda, CA ",6957058,7550580,8158974,8531216,8952854,9818124,10276519,10914688,12024765,13083112,14977623,15674605,15724861,16407043,17283423,18133941,19198897,20013731,19963177,18869236,19351260,20140888,20583243
"06001","8","CA91","30","1990","Residence adjustment","Alameda, CA ",239422,-233065,-539657,-659805,-786938,-1190530,-751311,-74414,-49736,924952,2741657,1280606,-257093,-1075019,-1214676,-1251755,-1130697,-551665,-394829,-365384,-84079,1167894,3459723
"06003","8","CA91","10","1990","Inflows of earnings (thousands of dollars)","Alpine, CA ",2726,2926,3211,3429,3718,4093,4389,4754,5294,6027,6691,7441,7628,8099,8698,9147,9585,9976,10003,9147,8910,9007,9122
"06003","8","CA91","20","1990","Outflows of earnings","Alpine, CA ",6507,5610,4832,6741,7914,8195,8784,9576,10079,10887,11810,15516,15712,16133,16921,17625,18331,19594,18655,17820,17978,27389,27697
"06003","8","CA91","30","1990","Residence adjustment","Alpine, CA ",-3781,-2684,-1621,-3312,-4196,-4102,-4395,-4822,-4785,-4860,-5119,-8075,-8084,-8034,-8223,-8478,-8746,-9618,-8652,-8673,-9068,-18382,-18575
"06005","8","CA91","10","1990","Inflows of earnings (thousands of dollars)","Amador, CA ",72805,76139,80385,83489,89125,96349,102328,112375,123661,137341,156777,179858,186635,196627,209058,220889,233555,245872,249750,235578,235074,247485,257339
"06005","8","CA91","20","1990","Outflows of earnings","Amador, CA ",65601,69227,71242,71644,71188,74845,72729,65015,68539,71533,80881,98812,113463,120098,137117,141787,151823,167152,174727,166318,161923,162354,159673
"06005","8","CA91","30","1990","Residence adjustment","Amador, CA ",7204,6912,9143,11845,17937,21504,29599,47360,55122,65808,75896,81046,73172,76529,71941,79102,81732,78720,75023,69260,73151,85131,97666
"06007","8","CA91","10","1990","Inflows of earnings (thousands of dollars)","Butte, CA ",143915,150255,156612,162061,171018,182707,192925,208795,224920,244683,267591,294224,304435,319601,339340,357774,381204,403020,409151,391238,401640,411279,424232
