"FIPS","Region","Table","LineCode","FirstYear","LineTitle","AreaName","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012"
"35001","6","CA91","10","1990","Inflows of earnings (thousands of dollars)","Bernalillo, NM ",262690,295786,314800,362175,437894,486501,491637,524325,552782,598817,689018,771940,764073,791245,844021,895485,958281,976927,945557,908450,919365,955848,974575
"35001","6","CA91","20","1990","Outflows of earnings","Bernalillo, NM ",880962,929886,1033717,1136530,1240382,1354597,1472615,1600704,1700308,1776194,1954745,1935906,2009697,2117919,2263607,2430580,2647874,2835638,2968301,2931716,2966296,3076870,3117900
"35001","6","CA91","30","1990","Residence adjustment","Bernalillo, NM ",-618272,-634100,-718917,-774355,-802488,-868096,-980978,-1076379,-1147526,-1177377,-1265727,-1163966,-1245624,-1326674,-1419586,-1535095,-1689593,-1858711,-2022744,-2023266,-2046931,-2121022,-2143325
"35003","6","CA91","10","1990","Inflows of earnings (thousands of dollars)","Catron, NM ",1716,2031,2339,2831,3172,3518,4077,4320,4806,5243,5914,4997,5123,4752,5124,5401,6187,6688,7497,7498,7465,9252,9879
"35003","6","CA91","20","1990","Outflows of earnings","Catron, NM ",1466,1240,1317,1438,1336,1873,1588,1562,1511,1502,1616,1373,1492,1446,1595,1957,1791,1893,1848,1827,1820,1842,1854
"35003","6","CA91","30","1990","Residence adjustment","Catron, NM ",250,791,1022,1393,1836,1645,2489,2758,3295,3741,4298,3624,3631,3306,3529,3444,4396,4795,5649,5671,5645,7410,8025
"35005","6","CA91","10","1990","Inflows of earnings (thousands of dollars)","Chaves, NM ",13834,15950,17295,18748,20087,21507,22896,24823,26639,27697,29700,31233,33212,35480,38735,41689,47123,51409,57034,55709,63573,62688,65979
"35005","6","CA91","20","1990","Outflows of earnings","Chaves, NM ",13955,14189,14159,15050,15995,16518,17435,18767,20174,20065,21305,23272,24266,24277,25669,27650,30433,32368,33375,32704,32381,33956,33961
"35005","6","CA91","30","1990","Residence adjustment","Chaves, NM ",-121,1761,3136,3698,4092,4989,5461,6056,6465,7632,8395,7961,8946,11203,13066,14039,16690,19041,23659,23005,31192,28732,32018
"35006","6","CA91","10","1990","Inflows of earnings (thousands of dollars)","Cibola, NM ",60802,64833,68562,73547,63292,68252,71235,75557,75578,81788,84759,63074,65577,68735,72799,76864,81584,85622,85942,85109,86171,89241,90186
"35006","6","CA91","20","1990","Outflows of earnings","Cibola, NM ",11293,11847,12721,12982,16573,18400,17532,18106,19970,18806,21354,21768,25191,27070,27944,31729,32461,33118,32133,30687,31804,32659,34000
"35006","6","CA91","30","1990","Residence adjustment","Cibola, NM ",49509,52986,55841,60565,46719,49852,53703,57451,55608,62982,63405,41306,40386,41665,44855,45135,49123,52504,53809,54422,54367,56582,56186
"35007","6","CA91","10","1990","Inflows of earnings (thousands of dollars)","Colfax, NM ",6403,6843,5809,6329,6959,7700,6387,6453,7062,7277,7743,7913,8405,8507,8924,9472,10073,10742,11469,10726,10439,10788,10909
"35007","6","CA91","20","1990","Outflows of earnings","Colfax, NM ",6774,7157,7935,8974,10291,10623,10650,11505,12694,13962,14836,15875,17339,18493,18715,19217,19520,21084,20981,20202,20644,21278,21204
"35007","6","CA91","30","1990","Residence adjustment","Colfax, NM ",-371,-314,-2126,-2645,-3332,-2923,-4263,-5052,-5632,-6685,-7093,-7962,-8934,-9986,-9791,-9745,-9447,-10342,-9512,-9476,-10205,-10490,-10295
"35009","6","CA91","10","1990","Inflows of earnings (thousands of dollars)","Curry, NM ",29127,30676,31179,32872,34893,37068,37550,39486,40672,41924,43580,49704,52431,56518,58229,60196,63393,66362,67613,68182,69810,73955,73635
"35009","6","CA91","20","1990","Outflows of earnings","Curry, NM ",26180,29450,32581,34819,38213,40123,42371,42589,43261,43688,46255,46672,52594,56949,60257,64116,66967,68476,68345,75537,82830,90084,96409
"35009","6","CA91","30","1990","Residence adjustment","Curry, NM ",2947,1226,-1402,-1947,-3320,-3055,-4821,-3103,-2589,-1764,-2675,3032,-163,-431,-2028,-3920,-3574,-2114,-732,-7355,-13020,-16129,-22774
"35011","6","CA91","10","1990","Inflows of earnings (thousands of dollars)","De Baca, NM ",994,1222,1429,1655,1962,2159,2385,2577,2836,3069,3382,3358,3570,3926,4311,4592,5026,4869,4947,5211,5511,5885,6135
"35011","6","CA91","20","1990","Outflows of earnings","De Baca, NM ",323,569,683,822,1028,1223,1409,1590,1841,1977,2188,2149,2127,2145,2869,2165,2291,2281,2260,2491,2211,2350,2286
"35011","6","CA91","30","1990","Residence adjustment","De Baca, NM ",671,653,746,833,934,936,976,987,995,1092,1194,1209,1443,1781,1442,2427,2735,2588,2687,2720,3300,3535,3849
"35013","6","CA91","10","1990","Inflows of earnings (thousands of dollars)","Do¤a Ana, NM ",189113,205608,230378,249729,268964,289885,306071,332625,360230,387487,418740,417872,437781,455227,482317,507528,544987,579560,603197,616252,656407,697424,725040
"35013","6","CA91","20","1990","Outflows of earnings","Do¤a Ana, NM ",132936,136653,146305,150677,153182,163462,169809,179961,194451,202993,218441,215748,243072,262347,280265,303536,321808,343009,361371,369576,383339,398759,398641
"35013","6","CA91","30","1990","Residence adjustment","Do¤a Ana, NM ",56177,68955,84073,99052,115782,126423,136262,152664,165779,184494,200299,202124,194709,192880,202052,203992,223179,236551,241826,246676,273068,298665,326399
"35015","6","CA91","10","1990","Inflows of earnings (thousands of dollars)","Eddy, NM ",20716,20793,20037,21030,20897,22031,22281,23109,23739,23006,23872,25975,24666,25421,27257,31052,36980,41266,47178,42658,45167,50635,57564
"35015","6","CA91","20","1990","Outflows of earnings","Eddy, NM ",15758,19091,21055,23141,24695,26726,29081,32498,34789,36495,39576,44816,44684,46904,52491,59074,66850,76676,93309,88773,120388,111771,124379
"35015","6","CA91","30","1990","Residence adjustment","Eddy, NM ",4958,1702,-1018,-2111,-3798,-4695,-6800,-9389,-11050,-13489,-15704,-18841,-20018,-21483,-25234,-28022,-29870,-35410,-46131,-46115,-75221,-61136,-66815
"35017","6","CA91","10","1990","Inflows of earnings (thousands of dollars)","Grant, NM ",3122,4247,5935,6748,8040,9767,8640,9335,10606,11091,11443,12149,12766,12871,14038,16570,17908,19762,21368,20319,20839,21409,21919
"35017","6","CA91","20","1990","Outflows of earnings","Grant, NM ",11822,11765,11070,11619,12903,13746,15135,15644,14713,13375,13965,10302,8597,8867,10442,11498,11863,12278,15091,10881,10477,14370,15919
"35017","6","CA91","30","1990","Residence adjustment","Grant, NM ",-8700,-7518,-5135,-4871,-4863,-3979,-6495,-6309,-4107,-2284,-2522,1847,4169,4004,3596,5072,6045,7484,6277,9438,10362,7039,6000
"35019","6","CA91","10","1990","Inflows of earnings (thousands of dollars)","Guadalupe, NM ",1598,1806,2101,2510,2951,3395,3699,4081,4563,4989,5631,5595,6198,6514,6754,7188,7512,7759,7913,7768,7781,8023,7969
"35019","6","CA91","20","1990","Outflows of earnings","Guadalupe, NM ",4120,4831,5013,5455,6234,6187,6644,7132,8418,9202,9786,8354,7477,7826,10035,8779,13752,11298,10026,9763,9673,9440,9286
"35019","6","CA91","30","1990","Residence adjustment","Guadalupe, NM ",-2522,-3025,-2912,-2945,-3283,-2792,-2945,-3051,-3855,-4213,-4155,-2759,-1279,-1312,-3281,-1591,-6240,-3539,-2113,-1995,-1892,-1417,-1317
"35021","6","CA91","10","1990","Inflows of earnings (thousands of dollars)","Harding, NM ",1132,1132,1129,1147,1164,1146,1074,1046,1022,988,973,1002,1118,1120,1176,1237,1311,1443,1407,1374,1356,1342,1370
"35021","6","CA91","20","1990","Outflows of earnings","Harding, NM ",250,285,283,309,339,375,405,462,486,493,530,673,1061,764,716,611,613,796,910,957,861,883,844
"35021","6","CA91","30","1990","Residence adjustment","Harding, NM ",882,847,846,838,825,771,669,584,536,495,443,329,57,356,460,626,698,647,497,417,495,459,526
"35023","6","CA91","10","1990","Inflows of earnings (thousands of dollars)","Hidalgo, NM ",3644,3896,4303,5029,5901,7272,8097,9017,9332,9300,11113,10575,9505,9316,10490,11987,13579,15217,18450,13249,13194,14860,16177
"35023","6","CA91","20","1990","Outflows of earnings","Hidalgo, NM ",2844,4127,6384,6437,8043,8308,5739,5995,7193,7244,5014,6709,6932,6541,6932,7966,9505,11870,13866,15626,17408,18523,19491
"35023","6","CA91","30","1990","Residence adjustment","Hidalgo, NM ",800,-231,-2081,-1408,-2142,-1036,2358,3022,2139,2056,6099,3866,2573,2775,3558,4021,4074,3347,4584,-2377,-4214,-3663,-3314
"35025","6","CA91","10","1990","Inflows of earnings (thousands of dollars)","Lea, NM ",23668,25379,25750,26992,27572,28481,29944,32405,33860,34220,36181,40922,39892,41575,45832,51323,59663,68417,81918,72855,93556,98823,116034
"35025","6","CA91","20","1990","Outflows of earnings","Lea, NM ",17990,20787,21561,23860,24462,27468,28820,31937,33389,33033,39207,49367,44353,48036,53854,65105,81524,94712,115938,92773,96274,114335,135742
"35025","6","CA91","30","1990","Residence adjustment","Lea, NM ",5678,4592,4189,3132,3110,1013,1124,468,471,1187,-3026,-8445,-4461,-6461,-8022,-13782,-21861,-26295,-34020,-19918,-2718,-15512,-19708
"35027","6","CA91","10","1990","Inflows of earnings (thousands of dollars)","Lincoln, NM ",6706,7933,9527,11424,13339,15288,17325,19494,21593,23904,26745,28222,29814,31547,33762,35553,37932,40378,41851,43044,45589,48471,49302
"35027","6","CA91","20","1990","Outflows of earnings","Lincoln, NM ",6935,7232,8031,8758,9348,9575,9991,10711,11436,11769,12505,12453,14571,17170,18585,17898,17969,19963,20197,19014,18682,18814,18936
"35027","6","CA91","30","1990","Residence adjustment","Lincoln, NM ",-229,701,1496,2666,3991,5713,7334,8783,10157,12135,14240,15769,15243,14377,15177,17655,19963,20415,21654,24030,26907,29657,30366
"35028","6","CA91","10","1990","Inflows of earnings (thousands of dollars)","Los Alamos, NM ",8105,10167,11506,13852,15318,17799,19345,22137,24487,26800,29237,35452,38545,40094,42642,44724,48696,54005,57548,55943,54599,54949,55907
"35028","6","CA91","20","1990","Outflows of earnings","Los Alamos, NM ",258123,255250,288871,285019,302119,320656,322595,339120,398375,431652,474749,509024,568351,633945,672629,713171,636612,569928,563383,548041,590833,622460,625478
"35028","6","CA91","30","1990","Residence adjustment","Los Alamos, NM ",-250018,-245083,-277365,-271167,-286801,-302857,-303250,-316983,-373888,-404852,-445512,-473572,-529806,-593851,-629987,-668447,-587916,-515923,-505835,-492098,-536234,-567511,-569571
"35029","6","CA91","10","1990","Inflows of earnings (thousands of dollars)","Luna, NM ",9206,10210,11367,12334,14091,15342,15799,17004,17901,18307,18932,18342,17888,18730,20928,23199,25374,28424,32011,30769,31944,35657,37961
"35029","6","CA91","20","1990","Outflows of earnings","Luna, NM ",3685,4527,5560,6615,7653,8551,9388,10607,12008,13502,15101,15039,17682,18542,20232,25723,26063,27458,30177,28899,29997,31532,32523
"35029","6","CA91","30","1990","Residence adjustment","Luna, NM ",5521,5683,5807,5719,6438,6791,6411,6397,5893,4805,3831,3303,206,188,696,-2524,-689,966,1834,1870,1947,4125,5438
"35031","6","CA91","10","1990","Inflows of earnings (thousands of dollars)","McKinley, NM ",47908,52729,56495,63623,67641,70900,76605,78903,83471,92567,97908,110809,116626,125093,131181,142749,149063,159153,166366,165590,166332,172500,170851
"35031","6","CA91","20","1990","Outflows of earnings","McKinley, NM ",48428,53377,55867,58121,57514,59213,60210,62422,66614,73766,76321,94587,97355,99128,102888,101307,106348,109677,106140,106436,107593,111086,114029
"35031","6","CA91","30","1990","Residence adjustment","McKinley, NM ",-520,-648,628,5502,10127,11687,16395,16481,16857,18801,21587,16222,19271,25965,28293,41442,42715,49476,60226,59154,58739,61414,56822
"35033","6","CA91","10","1990","Inflows of earnings (thousands of dollars)","Mora, NM ",7574,7931,8678,9824,11070,11882,12220,13163,14163,15186,16673,19214,21011,21994,23132,23926,25433,26924,27416,27317,27158,27250,27687
"35033","6","CA91","20","1990","Outflows of earnings","Mora, NM ",981,1123,1287,1483,1743,2161,2426,2654,3087,3523,4024,5381,5465,5934,6447,6428,6833,7076,6924,6183,5668,5604,5753
"35033","6","CA91","30","1990","Residence adjustment","Mora, NM ",6593,6808,7391,8341,9327,9721,9794,10509,11076,11663,12649,13833,15546,16060,16685,17498,18600,19848,20492,21134,21490,21646,21934
