"FIPS","Region","Table","LineCode","FirstYear","LineTitle","AreaName","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012"
"37001","5","CA91","10","1990","Inflows of earnings (thousands of dollars)","Alamance, NC ",295007,305292,336878,361636,393209,425195,456287,493252,549041,594048,645278,649938,659374,672140,701437,717337,759909,806829,824457,795316,815104,838121,874722
"37001","5","CA91","20","1990","Outflows of earnings","Alamance, NC ",217811,235662,256792,280241,305222,324929,353260,387037,416365,468122,504588,517851,517665,514093,544425,562224,593239,611679,621005,561570,574041,605264,631243
"37001","5","CA91","30","1990","Residence adjustment","Alamance, NC ",77196,69630,80086,81395,87987,100266,103027,106215,132676,125926,140690,132087,141709,158047,157012,155113,166670,195150,203452,233746,241063,232857,243479
"37003","5","CA91","10","1990","Inflows of earnings (thousands of dollars)","Alexander, NC ",152672,155453,177587,193424,214421,218294,216484,232903,260074,301429,318810,322710,315818,321736,332621,343216,362883,368329,360269,330628,337951,352030,366333
"37003","5","CA91","20","1990","Outflows of earnings","Alexander, NC ",53861,53405,55601,57916,57494,61073,66023,69697,72368,70381,75887,72798,71999,74701,79574,79550,81873,85303,83838,72510,73586,75311,77170
"37003","5","CA91","30","1990","Residence adjustment","Alexander, NC ",98811,102048,121986,135508,156927,157221,150461,163206,187706,231048,242923,249912,243819,247035,253047,263666,281010,283026,276431,258118,264365,276719,289163
"37005","5","CA91","10","1990","Inflows of earnings (thousands of dollars)","Alleghany, NC ",19151,20004,21672,22986,24621,25094,25791,27243,28711,30398,32007,34145,33580,35354,37406,38475,40444,40766,40801,38947,38808,39434,40551
"37005","5","CA91","20","1990","Outflows of earnings","Alleghany, NC ",8277,9495,10253,11025,12071,13536,14324,16218,18316,20680,21211,20106,19682,18069,18640,20596,21296,21174,20470,19006,18822,19281,19992
"37005","5","CA91","30","1990","Residence adjustment","Alleghany, NC ",10874,10509,11419,11961,12550,11558,11467,11025,10395,9718,10796,14039,13898,17285,18766,17879,19148,19592,20331,19941,19986,20153,20559
"37007","5","CA91","10","1990","Inflows of earnings (thousands of dollars)","Anson, NC ",61743,58380,60919,62550,66734,73311,75042,82648,87742,95228,103877,116960,117668,117049,121449,129768,129844,127327,117443,101156,93326,91805,96505
"37007","5","CA91","20","1990","Outflows of earnings","Anson, NC ",35723,38979,41552,46712,48034,49513,55176,59442,62574,65145,67704,67834,68841,69274,76519,79195,85820,95031,102403,97252,107104,110889,112933
"37007","5","CA91","30","1990","Residence adjustment","Anson, NC ",26020,19401,19367,15838,18700,23798,19866,23206,25168,30083,36173,49126,48827,47775,44930,50573,44024,32296,15040,3904,-13778,-19084,-16428
"37009","5","CA91","10","1990","Inflows of earnings (thousands of dollars)","Ashe, NC ",33787,35006,38778,42045,46077,48552,49908,54242,59422,64781,70591,70417,70702,73575,78726,83357,88589,91442,91451,86986,87277,89853,92631
"37009","5","CA91","20","1990","Outflows of earnings","Ashe, NC ",7540,8466,9578,11075,12930,14208,15313,16848,18975,21307,23913,26418,27590,27549,29035,29969,31463,33066,32739,29444,29466,28453,29646
"37009","5","CA91","30","1990","Residence adjustment","Ashe, NC ",26247,26540,29200,30970,33147,34344,34595,37394,40447,43474,46678,43999,43112,46026,49691,53388,57126,58376,58712,57542,57811,61400,62985
"37011","5","CA91","10","1990","Inflows of earnings (thousands of dollars)","Avery, NC ",27239,28471,30693,32568,34894,37509,38926,41509,44420,47268,50560,51073,50461,51219,53140,55066,56779,58327,58639,54810,56107,57083,57669
"37011","5","CA91","20","1990","Outflows of earnings","Avery, NC ",22083,23366,25366,28483,31425,34943,38094,42523,47146,52843,59198,59320,61203,64706,68765,72312,76813,83072,82653,79459,78031,78570,80521
"37011","5","CA91","30","1990","Residence adjustment","Avery, NC ",5156,5105,5327,4085,3469,2566,832,-1014,-2726,-5575,-8638,-8247,-10742,-13487,-15625,-17246,-20034,-24745,-24014,-24649,-21924,-21487,-22852
"37013","5","CA91","10","1990","Inflows of earnings (thousands of dollars)","Beaufort, NC ",68531,72421,80018,85279,91926,98053,102984,110734,117778,127419,136924,135325,137868,141828,151365,158946,166717,178615,181753,177544,181538,184826,196984
"37013","5","CA91","20","1990","Outflows of earnings","Beaufort, NC ",74628,76040,83880,88932,94908,99090,105304,115302,120915,127014,132892,129980,131569,133776,141950,146480,153857,160713,162461,159756,161266,169803,170211
"37013","5","CA91","30","1990","Residence adjustment","Beaufort, NC ",-6097,-3619,-3862,-3653,-2982,-1037,-2320,-4568,-3137,405,4032,5345,6299,8052,9415,12466,12860,17902,19292,17788,20272,15023,26773
"37015","5","CA91","10","1990","Inflows of earnings (thousands of dollars)","Bertie, NC ",47683,51406,56647,59676,63150,65545,67499,72299,76104,80873,89636,90751,94115,97069,102674,105176,109334,113169,116376,113889,114463,112842,117237
"37015","5","CA91","20","1990","Outflows of earnings","Bertie, NC ",32396,32417,35357,38443,41776,46097,47086,51103,55551,59684,59409,65576,68699,68346,71541,75168,78549,82258,85464,87208,85584,83405,83939
"37015","5","CA91","30","1990","Residence adjustment","Bertie, NC ",15287,18989,21290,21233,21374,19448,20413,21196,20553,21189,30227,25175,25416,28723,31133,30008,30785,30911,30912,26681,28879,29437,33298
"37017","5","CA91","10","1990","Inflows of earnings (thousands of dollars)","Bladen, NC ",82458,88296,96626,103309,108673,111140,114784,121060,125315,130523,135750,126400,128673,131071,138098,146513,154579,165976,166142,160595,161854,164674,166739
"37017","5","CA91","20","1990","Outflows of earnings","Bladen, NC ",27018,28967,35096,42571,52881,61947,72800,78699,93102,99971,111430,126645,130830,134906,135801,138185,145040,155458,151898,155926,158326,157293,165020
"37017","5","CA91","30","1990","Residence adjustment","Bladen, NC ",55440,59329,61530,60738,55792,49193,41984,42361,32213,30552,24320,-245,-2157,-3835,2297,8328,9539,10518,14244,4669,3528,7381,1719
"37019","5","CA91","10","1990","Inflows of earnings (thousands of dollars)","Brunswick, NC ",173906,174285,189592,195967,206384,220879,246732,275336,310338,346772,371486,374171,378910,394380,426660,474930,538702,604162,613983,604516,640245,680350,682548
"37019","5","CA91","20","1990","Outflows of earnings","Brunswick, NC ",113545,137931,134707,142069,150707,157574,160917,167368,168244,177189,188494,218984,184296,191777,213229,218391,225214,224468,233466,216224,205667,202557,211084
"37019","5","CA91","30","1990","Residence adjustment","Brunswick, NC ",60361,36354,54885,53898,55677,63305,85815,107968,142094,169583,182992,155187,194614,202603,213431,256539,313488,379694,380517,388292,434578,477793,471464
"37021","5","CA91","10","1990","Inflows of earnings (thousands of dollars)","Buncombe, NC ",192887,194963,205368,213255,241551,260745,264157,278071,301576,338726,348028,354569,358947,359430,406751,429956,446305,457171,444398,399159,403206,406285,418049
"37021","5","CA91","20","1990","Outflows of earnings","Buncombe, NC ",314255,342339,390972,437238,450988,476257,527918,585964,634408,651780,721917,761834,757487,790831,879916,949457,1027824,1106834,1156807,1142110,1171333,1214036,1276118
"37021","5","CA91","30","1990","Residence adjustment","Buncombe, NC ",-121368,-147376,-185604,-223983,-209437,-215512,-263761,-307893,-332832,-313054,-373889,-407265,-398540,-431401,-473165,-519501,-581519,-649663,-712409,-742951,-768127,-807751,-858069
"37023","5","CA91","10","1990","Inflows of earnings (thousands of dollars)","Burke, NC ",188248,201762,219436,240646,266422,273260,272224,297901,351617,378582,411130,405674,394392,398795,412751,421544,446072,459515,448419,422061,439487,447882,441648
"37023","5","CA91","20","1990","Outflows of earnings","Burke, NC ",167028,161906,182432,191936,201460,210652,226446,230619,229454,242587,252233,249947,253425,255754,274432,273271,277244,276179,278520,237204,237601,246816,268509
"37023","5","CA91","30","1990","Residence adjustment","Burke, NC ",21220,39856,37004,48710,64962,62608,45778,67282,122163,135995,158897,155727,140967,143041,138319,148273,168828,183336,169899,184857,201886,201066,173139
"37025","5","CA91","10","1990","Inflows of earnings (thousands of dollars)","Cabarrus, NC ",613905,641669,693618,741971,809384,884599,920118,1029678,1171061,1274575,1394525,1452862,1484737,1508086,1613591,1752024,1943914,2098851,2163551,2068787,2215774,2392654,2571830
"37025","5","CA91","20","1990","Outflows of earnings","Cabarrus, NC ",299498,307336,336017,363508,406818,454993,523352,565675,605176,693041,785043,857133,903574,894473,927868,990386,1032878,1070999,1040423,940623,867422,838026,874162
"37025","5","CA91","30","1990","Residence adjustment","Cabarrus, NC ",314407,334333,357601,378463,402566,429606,396766,464003,565885,581534,609482,595729,581163,613613,685723,761638,911036,1027852,1123128,1128164,1348352,1554628,1697668
"37027","5","CA91","10","1990","Inflows of earnings (thousands of dollars)","Caldwell, NC ",214023,210695,230411,245980,263672,260979,297725,331882,351340,377181,399468,385974,376705,378502,398994,408883,432931,442268,440354,393764,406043,427529,443459
"37027","5","CA91","20","1990","Outflows of earnings","Caldwell, NC ",88630,97219,113217,125376,139581,153136,150651,152346,172527,189843,208655,225707,228985,231364,238284,233962,234497,235060,230140,222811,221474,220179,215901
"37027","5","CA91","30","1990","Residence adjustment","Caldwell, NC ",125393,113476,117194,120604,124091,107843,147074,179536,178813,187338,190813,160267,147720,147138,160710,174921,198434,207208,210214,170953,184569,207350,227558
"37029","5","CA91","10","1990","Inflows of earnings (thousands of dollars)","Camden, NC ",42881,43837,47228,52169,54579,60299,65378,69249,73307,77348,85073,87205,92641,101737,112557,127727,134152,148481,153936,149954,156738,167107,167270
"37029","5","CA91","20","1990","Outflows of earnings","Camden, NC ",13067,13427,13194,13968,14725,17147,16393,16953,17195,19962,19628,15803,17396,18394,21264,23383,32219,32868,30012,29482,28716,24819,28132
"37029","5","CA91","30","1990","Residence adjustment","Camden, NC ",29814,30410,34034,38201,39854,43152,48985,52296,56112,57386,65445,71402,75245,83343,91293,104344,101933,115613,123924,120472,128022,142288,139138
"37031","5","CA91","10","1990","Inflows of earnings (thousands of dollars)","Carteret, NC ",195177,205148,227743,227895,240936,250259,262499,272230,284919,296301,310159,309767,311790,341499,372963,397914,412057,445508,471931,496521,521671,533929,548437
"37031","5","CA91","20","1990","Outflows of earnings","Carteret, NC ",36879,37619,39508,42225,44871,48152,51870,57673,62062,64673,68246,65897,67920,72708,78401,82886,88615,92236,94672,91721,91556,90588,95779
"37031","5","CA91","30","1990","Residence adjustment","Carteret, NC ",158298,167529,188235,185670,196065,202107,210629,214557,222857,231628,241913,243870,243870,268791,294562,315028,323442,353272,377259,404800,430115,443341,452658
"37033","5","CA91","10","1990","Inflows of earnings (thousands of dollars)","Caswell, NC ",126326,130922,145467,158025,169662,179839,191569,205702,208069,236437,254357,259693,264191,264379,283190,303496,314482,327775,334415,314766,322310,338968,349652
